name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,1,4.6337,0.0118,4.6376,0.0100,4.6423,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,2,14.4502,0.0118,13.5391,0.0100,14.4534,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,3,4.8579,0.0086,4.8318,0.0100,4.8392,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,4,6.5142,0.0120,5.9540,0.0099,6.5351,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,5,5.7074,0.0086,5.3731,0.0100,5.6552,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,6,5.0754,0.0096,4.9961,0.0100,5.0591,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,7,8.0834,0.0118,7.4812,0.0100,8.0823,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,8,4.8164,0.0058,4.7831,0.0067,4.8043,0.0074
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,9,4.9575,0.0100,4.8856,0.0101,4.9562,0.0099
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,10,11.0990,0.0086,10.1179,0.0100,11.0038,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,11,4.6679,0.0092,4.6678,0.0103,4.6737,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,12,23.7178,0.0098,20.3009,0.0112,23.7193,0.0108
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,13,4.6423,0.0116,4.6426,0.0101,4.6443,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,14,10.7840,0.0084,10.2898,0.0100,10.7395,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,15,4.7078,0.0118,4.6912,0.0101,4.7095,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,16,8.0089,0.0094,7.3927,0.0100,7.9271,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,17,4.7663,0.0118,4.7342,0.0100,4.7665,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,18,8.1616,0.0086,7.7010,0.0100,8.0719,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,19,4.9045,0.0096,4.8095,0.0100,4.9093,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,20,5.5890,0.0094,5.4162,0.0100,5.6056,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,21,5.8123,0.0100,5.6127,0.0100,5.8119,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,22,5.4247,0.0152,5.3149,0.0171,5.4344,0.0167
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,23,5.2075,0.0094,5.0733,0.0120,5.1946,0.0118
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,24,5.0605,0.0090,4.9653,0.0100,5.0465,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,25,5.1006,0.0100,5.0028,0.0100,5.0854,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,26,4.9962,0.0116,4.9345,0.0100,5.0019,0.0098
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,27,6.2830,0.0086,6.0489,0.0100,6.2616,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,28,5.3661,0.0098,5.1749,0.0098,5.3427,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,29,5.2784,0.0102,5.1511,0.0099,5.2530,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,30,5.0633,0.0090,5.0067,0.0100,5.0452,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,31,5.1517,0.0102,5.1728,0.0100,5.1242,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,32,6.0978,0.0080,6.1242,0.0100,6.0193,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,33,4.8512,0.0112,4.7896,0.0107,4.8365,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,34,5.0482,0.0100,4.9735,0.0100,5.0233,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,35,5.6324,0.0128,5.4738,0.0108,5.5990,0.0113
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,36,6.2420,0.0100,5.9437,0.0100,6.1878,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,37,4.7141,0.0112,4.6998,0.0107,4.7122,0.0106
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,38,4.7544,0.0102,4.8219,0.0102,4.7599,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,39,5.0061,0.0102,5.1101,0.0095,5.0017,0.0100
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,40,4.8248,0.0160,4.8527,0.0150,4.8267,0.0145
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,41,5.4588,0.0074,5.4885,0.0101,5.4386,0.0104
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,42,5.2166,0.0094,5.2265,0.0100,5.2151,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,43,5.0666,0.0108,5.0524,0.0105,5.0651,0.0103
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,44,5.0928,0.0108,5.0908,0.0115,5.0915,0.0120
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,45,4.8077,0.0118,4.8059,0.0120,4.8146,0.0118
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,46,6.1379,0.0110,6.1767,0.0118,6.1309,0.0126
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,47,7.1314,0.0102,6.6210,0.0110,7.0852,0.0109
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,48,4.9270,0.0132,4.8822,0.0117,4.9256,0.0119
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,49,5.2237,0.0086,5.2022,0.0100,5.2057,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,50,5.3666,0.0176,5.1549,0.0187,5.3645,0.0169
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,51,4.9106,0.0086,4.9148,0.0100,4.9011,0.0102
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,52,5.2149,0.0104,5.1605,0.0103,5.2028,0.0114
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,53,5.1622,0.0136,5.1204,0.0119,5.1550,0.0127
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,54,5.3791,0.0096,5.3433,0.0115,5.3696,0.0115
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,55,5.2235,0.0142,5.1881,0.0140,5.2118,0.0145
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,56,5.5135,0.0158,5.4301,0.0152,5.5152,0.0146
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,57,4.8499,0.0212,4.8333,0.0210,4.8586,0.0197
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,58,6.0026,0.0172,5.9565,0.0185,5.9782,0.0180
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,59,4.9985,0.0156,5.0233,0.0182,4.9799,0.0183
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,60,5.2330,0.0158,5.2278,0.0168,5.2280,0.0158
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,61,5.2669,0.0184,5.1863,0.0215,5.2453,0.0212
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,62,8.5709,0.0126,7.8312,0.0170,8.4795,0.0174
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,63,4.7869,0.0096,4.7878,0.0099,4.7888,0.0101
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,64,5.5774,0.0170,5.4901,0.0191,5.5610,0.0184
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,65,4.8900,0.0144,4.8533,0.0160,4.8773,0.0149
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,66,4.7553,0.0132,4.7404,0.0138,4.7516,0.0140
hetetogeneous_shard_non_iid_5_J_16_LR_0.01,67,6.3376,0.0098,6.3264,0.0118,6.2920,0.0127
