name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,1,5.8179,0.0106,5.3974,0.0100,5.8178,0.0099
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,2,4.9874,0.0084,4.8777,0.0099,4.9718,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,3,9.8198,0.0092,8.4703,0.0100,9.7124,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,4,4.6504,0.0094,4.6412,0.0100,4.6544,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,5,7.7421,0.0094,6.9434,0.0100,7.7451,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,6,4.8043,0.0096,4.7790,0.0100,4.8008,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,7,8.0501,0.0096,7.2396,0.0100,8.0217,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,8,4.8572,0.0104,4.7992,0.0099,4.8494,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,9,13.0949,0.0100,11.5696,0.0100,12.9738,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,10,4.7601,0.0088,4.7211,0.0100,4.7588,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,11,12.1838,0.0096,10.7583,0.0100,12.1752,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,12,4.8069,0.0090,4.7824,0.0097,4.7999,0.0098
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,13,25.3898,0.0098,26.6020,0.0100,24.9822,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,14,4.6970,0.0104,4.7277,0.0101,4.6987,0.0099
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,15,8.7510,0.0084,7.8003,0.0100,8.7452,0.0102
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,16,4.7613,0.0102,4.7742,0.0111,4.7655,0.0107
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,17,4.7209,0.0094,4.7011,0.0100,4.7254,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,18,6.4236,0.0124,6.0696,0.0100,6.4357,0.0097
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,19,4.8221,0.0076,4.7859,0.0100,4.8150,0.0103
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,20,5.5629,0.0104,5.3931,0.0100,5.5338,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,21,5.3101,0.0092,5.1709,0.0100,5.3086,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,22,5.5241,0.0098,5.3638,0.0100,5.5324,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,23,6.2297,0.0096,5.9546,0.0100,6.2124,0.0100
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,24,5.1726,0.0094,5.0991,0.0100,5.1645,0.0101
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,25,5.1962,0.0106,5.1432,0.0100,5.1936,0.0099
hetetogeneous_shard_non_iid_1_J_8_LR_0.01,26,5.8754,0.0106,5.7517,0.0100,5.8606,0.0099
