name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,1,4.9656,0.0116,4.8616,0.0100,4.9683,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,2,6.7074,0.0096,6.1175,0.0100,6.7100,0.0100
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,3,4.6283,0.0116,4.6240,0.0098,4.6277,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,4,7.4894,0.0116,7.0250,0.0100,7.4867,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,5,4.8650,0.0098,4.8121,0.0116,4.8476,0.0114
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,6,6.4901,0.0092,6.0596,0.0100,6.4692,0.0101
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,7,5.1681,0.0080,5.0275,0.0101,5.1533,0.0102
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,8,7.5767,0.0096,6.9049,0.0100,7.5254,0.0100
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,9,4.7643,0.0116,4.7447,0.0100,4.7576,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,10,5.9943,0.0102,5.6427,0.0100,5.9832,0.0100
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,11,5.5741,0.0094,5.4162,0.0100,5.5675,0.0101
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,12,5.3759,0.0086,5.2181,0.0100,5.3694,0.0102
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,13,4.8719,0.0104,4.8383,0.0100,4.8711,0.0100
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,14,8.8424,0.0106,8.1051,0.0100,8.8052,0.0099
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,15,4.6501,0.0116,4.6470,0.0100,4.6507,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,16,20.3936,0.0116,18.3847,0.0100,20.2961,0.0098
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,17,4.7025,0.0116,4.6911,0.0112,4.6993,0.0107
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,18,5.5443,0.0134,5.5525,0.0105,5.5256,0.0113
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,19,5.0670,0.0140,4.9415,0.0107,5.0794,0.0114
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,20,5.3906,0.0076,5.1808,0.0100,5.3598,0.0103
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,21,5.2499,0.0114,5.0204,0.0112,5.2418,0.0110
hetetogeneous_shard_non_iid_5_J_8_LR_0.01,22,12.0926,0.0086,10.4108,0.0100,11.9630,0.0102
