name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,1,4.6121,0.0108,4.6130,0.0100,4.6143,0.0099
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,2,15.9162,0.0108,14.3759,0.0100,15.9507,0.0099
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,3,5.0906,0.0092,4.9508,0.0100,5.0760,0.0101
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,4,5.4639,0.0084,5.3413,0.0086,5.4411,0.0097
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,5,5.1411,0.0102,5.0524,0.0100,5.1423,0.0100
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,6,9.5229,0.0100,8.8624,0.0100,9.4786,0.0100
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,7,4.6623,0.0106,4.6605,0.0100,4.6631,0.0099
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,8,11.5015,0.0100,11.3365,0.0100,11.3935,0.0100
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,9,5.1315,0.0080,5.2041,0.0100,5.1316,0.0102
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,10,14.8517,0.0092,14.3505,0.0100,14.8204,0.0101
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,11,4.9428,0.0130,4.9905,0.0126,4.9534,0.0121
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,12,10.2462,0.0102,10.4126,0.0094,10.2051,0.0104
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,13,4.6657,0.0076,4.6727,0.0097,4.6664,0.0094
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,14,5.3449,0.0106,5.1291,0.0100,5.3465,0.0099
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,15,9.3727,0.0100,7.6353,0.0100,9.3691,0.0100
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,16,6.6689,0.0090,6.6548,0.0100,6.6361,0.0101
hetetogeneous_WD_1e-05_shard_non_iid_10_J_16_LR_0.01,17,11.0499,0.0114,9.1007,0.0135,11.0778,0.0114
