round,val_loss,val_acc,test_loss,test_acc
317,2.7280,0.3666,2.6496,0.3821
318,2.7569,0.3522,2.6682,0.3817
319,2.7078,0.3630,2.6250,0.3830
320,2.7084,0.3630,2.6299,0.3836
321,2.7331,0.3638,2.6425,0.3821
322,2.7363,0.3502,2.6415,0.3810
323,2.6672,0.3664,2.5950,0.3861
324,2.6928,0.3708,2.6391,0.3820
325,2.7390,0.3582,2.6477,0.3858
326,2.7287,0.3636,2.6498,0.3844
327,2.7079,0.3626,2.6379,0.3819
328,2.7253,0.3760,2.6285,0.3864
329,2.7517,0.3640,2.6878,0.3843
330,2.7377,0.3630,2.6754,0.3809
331,2.7156,0.3636,2.6146,0.3868
332,2.7184,0.3620,2.6323,0.3910
333,2.7038,0.3660,2.6421,0.3856
334,2.6693,0.3676,2.5967,0.3857
335,2.7348,0.3588,2.6600,0.3873
336,2.7847,0.3640,2.6897,0.3855
337,2.6890,0.3638,2.6172,0.3878
338,2.7438,0.3708,2.6470,0.3871
339,2.7135,0.3576,2.6134,0.3862
340,2.7258,0.3698,2.6346,0.3908
341,2.7231,0.3690,2.6470,0.3838
342,2.7529,0.3592,2.6342,0.3887
343,2.7203,0.3648,2.6356,0.3864
344,2.7561,0.3680,2.6352,0.3907
345,2.7237,0.3676,2.6460,0.3853
346,2.7635,0.3574,2.6496,0.3866
347,2.7339,0.3730,2.6621,0.3861
348,2.7609,0.3654,2.6417,0.3935
349,2.7659,0.3698,2.6576,0.3911
350,2.7250,0.3674,2.6340,0.3889
351,2.7583,0.3660,2.6796,0.3905
352,2.7316,0.3696,2.6707,0.3891
353,2.7640,0.3644,2.6568,0.3855
354,2.7466,0.3702,2.6656,0.3911
355,2.7611,0.3596,2.6519,0.3893
356,2.7362,0.3706,2.6332,0.3925
357,2.7560,0.3676,2.6518,0.3885
358,2.7693,0.3636,2.6456,0.3877
359,2.7772,0.3682,2.6574,0.3878
360,2.7216,0.3680,2.6352,0.3879
361,2.7354,0.3776,2.6538,0.3921
362,2.7458,0.3740,2.6815,0.3901
363,2.7305,0.3690,2.6395,0.3897
364,2.7314,0.3792,2.6383,0.3994
365,2.7399,0.3618,2.6467,0.3926
366,2.7311,0.3676,2.6239,0.3931
367,2.7460,0.3744,2.6684,0.3940
368,2.7285,0.3788,2.6230,0.3968
369,2.7260,0.3682,2.6391,0.3960
370,2.7520,0.3706,2.6380,0.3992
371,2.6815,0.3764,2.6377,0.3932
372,2.7205,0.3730,2.6431,0.3965
373,2.6736,0.3708,2.6125,0.3971
374,2.7105,0.3826,2.6344,0.4009
375,2.7023,0.3798,2.6225,0.4002
376,2.7222,0.3756,2.6367,0.3978
377,2.7345,0.3690,2.6371,0.3950
378,2.7077,0.3740,2.6642,0.3914
379,2.7074,0.3794,2.6493,0.3953
380,2.7594,0.3700,2.6894,0.3914
381,2.7311,0.3726,2.6525,0.3924
382,2.6895,0.3828,2.6319,0.3960
383,2.6712,0.3726,2.5964,0.4002
384,2.7575,0.3822,2.7000,0.3931
385,2.7601,0.3724,2.6798,0.3962
386,2.7509,0.3740,2.6738,0.3946
387,2.7098,0.3750,2.6772,0.4001
388,2.7139,0.3754,2.6304,0.4027
