round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
149,2.9506,0.2872,2.8992,0.2996,2.6888,0.3232
150,2.9701,0.2820,2.9400,0.2961,2.7057,0.3205
151,2.9580,0.2876,2.8868,0.3035,2.6861,0.3219
152,2.9742,0.2764,2.9029,0.3003,2.6968,0.3256
153,2.9496,0.2910,2.9004,0.3012,2.6866,0.3256
154,2.9889,0.2860,2.8934,0.3019,2.7109,0.3200
155,2.9759,0.2854,2.9309,0.2962,2.7038,0.3206
156,2.9497,0.2924,2.8742,0.3081,2.6722,0.3262
157,2.9712,0.2894,2.9186,0.2974,2.6848,0.3247
158,2.9318,0.2894,2.9266,0.2932,2.6624,0.3300
159,2.9648,0.2908,2.9029,0.3013,2.6658,0.3292
160,2.8929,0.2902,2.8536,0.3083,2.6519,0.3279
161,2.9386,0.2950,2.8734,0.3092,2.6502,0.3347
162,2.9799,0.2880,2.8936,0.3033,2.6541,0.3335
163,2.9580,0.2908,2.8900,0.2998,2.6658,0.3285
164,2.9271,0.2950,2.8497,0.3119,2.6359,0.3335
165,2.9596,0.2872,2.8833,0.3065,2.6423,0.3348
166,2.9350,0.2988,2.8923,0.3122,2.6398,0.3354
167,2.9207,0.2982,2.8659,0.3076,2.6116,0.3367
168,2.9552,0.2904,2.9325,0.3011,2.6395,0.3336
169,2.9665,0.2924,2.9303,0.3026,2.6347,0.3364
170,2.9537,0.2990,2.8905,0.3072,2.6341,0.3344
171,2.9188,0.2892,2.8507,0.3108,2.6184,0.3356
172,2.9044,0.2940,2.8605,0.3085,2.5901,0.3430
173,2.9382,0.2960,2.8603,0.3141,2.6013,0.3426
174,2.9417,0.2978,2.8496,0.3122,2.5916,0.3447
175,2.9441,0.2972,2.8458,0.3191,2.6040,0.3460
176,2.9187,0.3028,2.8802,0.3106,2.5929,0.3429
177,2.8865,0.2986,2.8221,0.3167,2.5633,0.3489
178,2.9017,0.3044,2.8390,0.3152,2.5812,0.3437
179,2.9268,0.2930,2.8540,0.3152,2.5814,0.3445
180,2.9141,0.2966,2.8369,0.3169,2.5703,0.3465
181,2.9140,0.3042,2.8434,0.3201,2.5860,0.3451
182,2.9221,0.3012,2.8397,0.3167,2.5772,0.3510
183,2.9186,0.3014,2.8659,0.3176,2.5756,0.3498
184,2.9029,0.3028,2.8473,0.3137,2.5461,0.3543
185,2.8884,0.3036,2.8158,0.3185,2.5254,0.3578
186,2.8773,0.3130,2.8356,0.3220,2.5338,0.3571
187,2.8934,0.3064,2.8337,0.3199,2.5398,0.3569
188,2.8764,0.2994,2.8275,0.3233,2.5410,0.3549
189,2.8883,0.3048,2.8134,0.3198,2.5142,0.3581
190,2.8925,0.3042,2.8355,0.3194,2.5182,0.3595
191,2.8869,0.3096,2.8075,0.3239,2.5133,0.3611
192,2.8819,0.3078,2.7942,0.3238,2.5001,0.3604
193,2.9135,0.3072,2.8641,0.3228,2.5398,0.3596
194,2.8804,0.3110,2.7812,0.3276,2.5045,0.3606
195,2.8735,0.3114,2.8059,0.3248,2.4968,0.3625
196,2.8726,0.3152,2.7951,0.3267,2.4835,0.3654
197,2.8839,0.3120,2.8162,0.3259,2.5004,0.3627
198,2.8595,0.3142,2.7997,0.3263,2.4849,0.3645
199,2.8677,0.3140,2.8027,0.3320,2.4727,0.3685
200,2.8807,0.3020,2.7874,0.3276,2.4621,0.3665
