name,round,sel_counts,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
gamma_uniform_nc_10_J_8,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",4.3431,0.0714,4.3433,0.0714,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",4.3075,0.0655,4.3077,0.0662,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,3,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",4.1981,0.1342,4.1982,0.1353,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,4,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]",3.9488,0.0936,3.9471,0.0951,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,5,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]",3.6992,0.1914,3.6943,0.1912,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,6,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2, 2, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 2, 0, 1, 1, 2, 1, 1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1]",3.4971,0.1870,3.4917,0.1871,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,7,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2, 2, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1, 1, 0, 2, 0, 2, 1, 2, 1, 1, 0, 1, 0, 0, 2, 2, 2, 1, 0, 1, 2, 0, 1, 0, 1, 1, 1, 1, 1]",3.4361,0.1870,3.4294,0.1871,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,8,"[1, 0, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 2, 2, 1, 0, 0, 0, 0, 3, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 3, 0, 1, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 0, 2, 2, 2, 1, 0, 1, 2, 0, 1, 0, 1, 1, 1, 1, 1]",3.4943,0.1870,3.4872,0.1871,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,9,"[1, 0, 0, 2, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 1, 0, 0, 0, 1, 3, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 3, 0, 1, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 0, 2, 2, 2, 1, 0, 1, 3, 0, 1, 0, 1, 1, 2, 1, 1]",3.5145,0.1870,3.5082,0.1871,-1.0000,-1.0000
gamma_uniform_nc_10_J_8,10,"[1, 0, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 2, 1, 0, 0, 0, 0, 2, 0, 2, 3, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 3, 2, 2, 1, 0, 0, 1, 1, 3, 0, 1, 1, 3, 1, 1, 0, 0, 0, 0, 3, 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 1, 1, 0, 1, 0, 0, 3, 2, 2, 1, 0, 1, 3, 0, 1, 0, 1, 1, 2, 1, 1]",3.4099,0.0559,3.4016,0.0562,3.4059,0.0561
