name,round,sel_counts,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
split_by_role_gamma_uniform_nc_50_J_16,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4.1573,0.1559,4.1566,0.1566,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,2,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",3.2142,0.1870,3.2052,0.1871,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,3,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",3.1060,0.1870,3.0974,0.1871,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,4,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",3.0631,0.1870,3.0542,0.1871,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,5,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 3, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0]",3.0127,0.2068,3.0041,0.2075,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,6,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 3, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 2, 1, 0, 0, 1, 0, 0]",2.9775,0.2116,2.9686,0.2124,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,7,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 3, 0, 0, 1, 1, 1, 2, 0, 0, 0, 2, 4, 1, 3, 1, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 1, 2, 1, 0, 0, 1, 0, 0]",2.9390,0.2228,2.9301,0.2233,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,8,"[2, 1, 0, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 3, 0, 0, 2, 1, 1, 2, 0, 0, 0, 2, 4, 1, 3, 1, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0]",2.9075,0.2435,2.8982,0.2453,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,9,"[2, 1, 0, 2, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 3, 0, 0, 2, 1, 2, 2, 0, 0, 0, 2, 5, 1, 3, 1, 0, 0, 0, 0, 0, 1, 3, 1, 2, 0, 2, 2, 1, 0, 0, 1, 1, 0]",2.8746,0.2535,2.8654,0.2543,-1.0000,-1.0000
split_by_role_gamma_uniform_nc_50_J_16,10,"[2, 1, 0, 2, 1, 1, 0, 1, 2, 0, 0, 1, 0, 1, 1, 2, 1, 2, 0, 1, 0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1, 4, 2, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 3, 0, 0, 2, 1, 2, 2, 0, 0, 0, 2, 5, 1, 4, 1, 1, 0, 0, 0, 1, 1, 3, 1, 2, 0, 2, 2, 1, 0, 0, 1, 1, 0]",2.8511,0.2563,2.8420,0.2566,2.8477,0.2569
