99,3.1541,0.2420,3.1180,0.2516
100,3.1050,0.2548,3.0595,0.2648
101,3.1331,0.2514,3.0673,0.2635
102,3.1077,0.2474,3.0617,0.2594
103,3.1125,0.2514,3.0608,0.2586
104,3.0930,0.2570,3.0664,0.2609
105,3.0992,0.2496,3.0592,0.2649
106,3.0964,0.2572,3.0559,0.2627
107,3.0891,0.2536,3.0718,0.2642
108,3.0800,0.2538,3.0548,0.2657
109,3.0468,0.2636,3.0377,0.2625
110,3.0719,0.2582,3.0505,0.2643
111,3.0666,0.2568,3.0239,0.2695
112,3.0634,0.2586,3.0118,0.2718
113,3.0453,0.2644,3.0387,0.2657
114,3.0710,0.2514,3.0153,0.2720
115,3.0674,0.2598,3.0350,0.2662
116,3.0454,0.2628,2.9988,0.2785
117,3.0639,0.2592,3.0132,0.2728
118,3.0603,0.2540,3.0245,0.2705
119,3.0470,0.2686,2.9979,0.2753
120,3.0049,0.2722,2.9796,0.2778
121,3.0595,0.2712,2.9815,0.2792
122,3.0156,0.2776,2.9921,0.2825
123,3.0347,0.2682,2.9838,0.2784
124,3.0159,0.2738,2.9724,0.2866
125,3.0347,0.2682,2.9920,0.2817
126,3.0206,0.2738,2.9847,0.2814
127,3.0372,0.2724,3.0014,0.2827
128,2.9965,0.2706,2.9584,0.2868
129,2.9998,0.2718,2.9471,0.2917
130,3.0033,0.2714,2.9666,0.2799
131,3.0061,0.2726,2.9523,0.2895
132,3.0078,0.2732,2.9559,0.2820
133,2.9894,0.2838,2.9594,0.2826
134,3.0030,0.2854,2.9596,0.2904
135,2.9753,0.2718,2.9486,0.2883
136,2.9763,0.2766,2.9148,0.2916
137,2.9824,0.2796,2.9340,0.2874
138,2.9896,0.2814,2.9300,0.2878
139,2.9640,0.2868,2.9189,0.2909
140,2.9679,0.2802,2.9146,0.2919
141,2.9612,0.2860,2.9063,0.2942
142,2.9676,0.2880,2.9100,0.2890
143,2.9899,0.2872,2.9300,0.2916
144,2.9904,0.2772,2.8961,0.2939
145,2.9691,0.2906,2.9307,0.2905
146,2.9449,0.2858,2.9005,0.2953
147,2.9596,0.2848,2.9311,0.2950
148,2.9902,0.2828,2.9317,0.2943
149,2.9655,0.2838,2.9192,0.2982
150,2.9452,0.2904,2.9022,0.3019
151,2.9367,0.2898,2.9105,0.2950
152,2.9079,0.2898,2.8654,0.3031
153,2.9520,0.2822,2.9170,0.2988
154,2.9490,0.2864,2.9022,0.2983
155,2.9634,0.2894,2.9017,0.2973
156,2.9385,0.2916,2.8665,0.3081
157,2.9235,0.2956,2.8695,0.3057
158,2.9451,0.2856,2.8699,0.3026
159,2.9115,0.3012,2.8692,0.3062
160,2.9015,0.2922,2.8517,0.3068
161,2.9315,0.2892,2.8477,0.3108
162,2.8884,0.3018,2.8647,0.3050
163,2.9318,0.2934,2.8525,0.3109
164,2.9049,0.2948,2.8502,0.3085
165,2.9100,0.3028,2.8674,0.3090
166,2.8924,0.2968,2.8444,0.3113
167,2.9148,0.2982,2.8489,0.3094
168,2.9126,0.3004,2.8553,0.3119
169,2.9042,0.2882,2.8096,0.3136
170,2.8889,0.3030,2.8538,0.3122
171,2.9080,0.2956,2.8568,0.3057
172,2.9010,0.3024,2.8342,0.3113
173,2.9122,0.2972,2.8585,0.3142
174,2.8729,0.2998,2.8299,0.3104
175,2.9184,0.3036,2.8273,0.3124
176,2.8689,0.2986,2.8316,0.3150
177,2.8816,0.3014,2.8241,0.3157
178,2.8586,0.3088,2.8309,0.3148
179,2.8911,0.3048,2.8221,0.3181
180,2.8702,0.3072,2.8205,0.3170
181,2.8429,0.3108,2.8030,0.3164
182,2.8378,0.3146,2.7958,0.3164
183,2.8473,0.3198,2.7815,0.3230
184,2.8503,0.3100,2.7923,0.3227
185,2.8468,0.3090,2.8068,0.3179
186,2.8455,0.3160,2.7965,0.3247
187,2.8685,0.3060,2.8174,0.3186
188,2.8781,0.3094,2.8039,0.3264
189,2.8462,0.3120,2.8007,0.3222
190,2.8666,0.3126,2.8235,0.3184
191,2.8243,0.3182,2.7697,0.3260
192,2.8669,0.3090,2.7769,0.3270
193,2.8582,0.3122,2.7758,0.3289
194,2.8316,0.3164,2.7900,0.3278
195,2.8713,0.3186,2.7786,0.3318
196,2.9002,0.2998,2.8299,0.3140
197,2.8176,0.3138,2.7642,0.3279
198,2.8290,0.3160,2.7738,0.3291
199,2.8468,0.3110,2.7951,0.3297
200,2.8480,0.3116,2.7828,0.3252
201,2.8234,0.3172,2.7426,0.3367
202,2.8444,0.3052,2.7708,0.3288
203,2.8249,0.3174,2.7625,0.3310
204,2.7956,0.3246,2.7372,0.3361
205,2.7731,0.3274,2.7145,0.3342
206,2.8313,0.3202,2.7576,0.3309
207,2.7965,0.3244,2.7379,0.3392
208,2.8304,0.3264,2.7620,0.3381
209,2.7858,0.3236,2.7452,0.3337
210,2.7744,0.3260,2.7203,0.3388
211,2.8002,0.3244,2.7496,0.3344
212,2.8179,0.3166,2.7463,0.3356
213,2.8138,0.3238,2.7505,0.3336
214,2.8256,0.3158,2.7537,0.3365
215,2.8130,0.3174,2.7480,0.3355
216,2.8052,0.3332,2.7464,0.3362
217,2.7655,0.3160,2.7150,0.3419
218,2.7753,0.3206,2.7268,0.3426
219,2.7951,0.3250,2.7439,0.3415
220,2.7635,0.3274,2.7000,0.3431
221,2.7793,0.3318,2.7392,0.3403
222,2.7975,0.3272,2.7232,0.3423
223,2.8129,0.3264,2.7393,0.3406
224,2.7938,0.3232,2.7242,0.3436
225,2.7635,0.3356,2.6929,0.3396
226,2.7706,0.3376,2.7135,0.3413
227,2.8007,0.3258,2.7344,0.3464
228,2.7871,0.3386,2.7172,0.3458
229,2.7521,0.3350,2.6968,0.3422
230,2.7637,0.3336,2.6835,0.3527
231,2.7638,0.3286,2.6999,0.3459
232,2.7281,0.3346,2.6904,0.3473
233,2.7889,0.3328,2.7431,0.3438
234,2.7680,0.3350,2.7142,0.3427
235,2.7624,0.3302,2.6874,0.3435
236,2.7685,0.3308,2.7067,0.3434
237,2.7637,0.3388,2.7063,0.3450
238,2.7586,0.3330,2.6960,0.3504
239,2.7709,0.3298,2.7233,0.3482
240,2.7435,0.3466,2.7016,0.3517
241,2.7416,0.3390,2.6698,0.3543
242,2.7443,0.3350,2.6741,0.3507
243,2.7612,0.3310,2.7393,0.3407
244,2.7778,0.3368,2.7128,0.3489
245,2.7365,0.3372,2.6656,0.3535
246,2.7564,0.3396,2.6713,0.3547
247,2.7381,0.3408,2.6770,0.3511
248,2.7138,0.3456,2.6608,0.3553
249,2.8024,0.3322,2.7186,0.3484
250,2.7391,0.3400,2.6751,0.3532
251,2.7217,0.3398,2.6430,0.3549
252,2.7478,0.3394,2.6600,0.3596
253,2.7306,0.3392,2.6659,0.3548
254,2.7280,0.3480,2.6604,0.3568
255,2.7237,0.3384,2.6764,0.3535
256,2.7044,0.3466,2.6669,0.3611
257,2.7912,0.3482,2.7338,0.3530
258,2.7224,0.3432,2.6735,0.3547
259,2.7568,0.3382,2.6887,0.3522
260,2.7027,0.3428,2.6583,0.3570
261,2.7203,0.3480,2.6755,0.3561
262,2.7362,0.3392,2.6656,0.3604
263,2.7580,0.3496,2.6582,0.3632
264,2.7264,0.3520,2.6181,0.3645
265,2.7295,0.3440,2.6510,0.3640
266,2.7088,0.3364,2.6298,0.3585
267,2.7289,0.3454,2.6507,0.3606
268,2.7552,0.3470,2.6553,0.3633
269,2.7598,0.3426,2.6491,0.3603
270,2.7024,0.3478,2.6368,0.3636
271,2.7495,0.3504,2.6314,0.3651
272,2.6934,0.3466,2.6101,0.3694
273,2.7108,0.3490,2.6337,0.3704
274,2.7359,0.3548,2.6655,0.3602
275,2.7165,0.3452,2.6509,0.3660
276,2.6930,0.3574,2.6358,0.3666
277,2.6917,0.3562,2.6501,0.3665
278,2.7304,0.3592,2.6640,0.3659
279,2.7028,0.3510,2.6304,0.3660
280,2.7338,0.3416,2.6406,0.3648
281,2.6937,0.3552,2.6209,0.3668
282,2.7272,0.3512,2.6575,0.3656
283,2.6681,0.3494,2.6115,0.3682
284,2.7268,0.3518,2.6467,0.3698
285,2.7018,0.3586,2.6281,0.3717
286,2.7029,0.3454,2.6025,0.3726
287,2.6938,0.3500,2.6174,0.3700
288,2.7149,0.3616,2.6365,0.3704
289,2.6778,0.3506,2.6270,0.3678
290,2.7204,0.3476,2.6297,0.3680
291,2.6926,0.3534,2.6207,0.3716
292,2.7253,0.3500,2.6187,0.3749
293,2.6870,0.3564,2.6106,0.3756
294,2.7173,0.3548,2.6400,0.3736
295,2.7132,0.3470,2.6190,0.3736
296,2.6651,0.3588,2.6083,0.3749
297,2.7126,0.3576,2.6382,0.3711
298,2.6943,0.3512,2.6117,0.3741
299,2.6968,0.3584,2.6321,0.3745
300,2.6923,0.3528,2.6243,0.3736
301,2.7062,0.3630,2.6305,0.3698
302,2.6949,0.3554,2.5988,0.3778
303,2.7039,0.3480,2.6115,0.3785
304,2.7208,0.3558,2.6413,0.3765
305,2.7284,0.3522,2.6428,0.3755
306,2.7061,0.3534,2.6211,0.3728
307,2.6890,0.3586,2.6337,0.3754
308,2.6869,0.3610,2.6143,0.3807
309,2.7151,0.3548,2.6386,0.3762
310,2.6841,0.3568,2.6251,0.3768
311,2.7119,0.3594,2.6086,0.3808
312,2.7202,0.3472,2.6322,0.3821
313,2.7009,0.3562,2.6043,0.3800
314,2.6707,0.3668,2.6155,0.3743
315,2.6871,0.3574,2.6020,0.3828
316,2.6827,0.3662,2.6357,0.3758
317,2.6793,0.3586,2.6046,0.3755
318,2.6604,0.3690,2.6075,0.3807
319,2.6960,0.3586,2.6188,0.3713
320,2.7139,0.3672,2.6238,0.3822
321,2.6952,0.3610,2.6223,0.3762
322,2.6803,0.3552,2.6045,0.3808
323,2.6798,0.3622,2.6103,0.3826
324,2.6815,0.3618,2.6341,0.3803
325,2.7175,0.3556,2.6092,0.3790
326,2.6684,0.3622,2.5881,0.3829
327,2.6782,0.3620,2.6059,0.3789
328,2.6844,0.3632,2.5953,0.3807
329,2.7121,0.3600,2.6285,0.3816
330,2.6800,0.3668,2.5986,0.3767
331,2.6633,0.3670,2.5761,0.3812
332,2.7018,0.3556,2.6013,0.3819
333,2.6993,0.3608,2.6264,0.3747
334,2.6593,0.3622,2.5839,0.3758
335,2.6799,0.3600,2.5891,0.3820
336,2.6995,0.3688,2.6213,0.3844
337,2.6563,0.3704,2.5951,0.3857
338,2.6540,0.3640,2.5995,0.3793
339,2.6685,0.3686,2.5946,0.3817
340,2.6846,0.3660,2.6396,0.3840
341,2.6814,0.3706,2.6064,0.3875
342,2.6996,0.3622,2.6210,0.3796
343,2.6882,0.3666,2.6149,0.3863
344,2.6506,0.3604,2.5897,0.3861
345,2.6496,0.3692,2.5870,0.3848
346,2.6950,0.3650,2.6139,0.3851
347,2.6824,0.3586,2.5847,0.3888
348,2.6944,0.3756,2.6464,0.3857
349,2.6590,0.3652,2.5972,0.3818
350,2.6646,0.3684,2.5918,0.3860
351,2.6522,0.3678,2.5816,0.3892
352,2.7040,0.3698,2.6068,0.3889
353,2.6628,0.3638,2.5992,0.3864
354,2.6509,0.3732,2.5740,0.3890
355,2.6760,0.3692,2.6112,0.3878
356,2.7032,0.3712,2.6081,0.3876
357,2.6749,0.3636,2.5785,0.3868
358,2.7058,0.3692,2.6151,0.3907
359,2.6249,0.3716,2.5776,0.3850
360,2.6565,0.3706,2.5872,0.3892
361,2.6855,0.3670,2.5998,0.3941
362,2.7191,0.3704,2.6329,0.3885
363,2.6918,0.3660,2.6058,0.3857
364,2.6686,0.3696,2.6066,0.3879
365,2.6560,0.3722,2.6124,0.3891
366,2.6661,0.3700,2.6002,0.3893
367,2.7299,0.3640,2.6392,0.3881
368,2.6575,0.3770,2.5917,0.3887
369,2.6860,0.3688,2.5814,0.3941
370,2.6885,0.3696,2.6080,0.3915
371,2.6571,0.3746,2.6042,0.3925
372,2.6534,0.3746,2.5788,0.3980
373,2.6470,0.3746,2.5732,0.3923
374,2.6736,0.3718,2.6083,0.3900
375,2.6657,0.3812,2.6086,0.3876
376,2.6796,0.3628,2.5941,0.3916
377,2.6783,0.3742,2.5838,0.3887
378,2.6738,0.3700,2.5999,0.3890
379,2.6761,0.3744,2.5800,0.3967
380,2.7115,0.3690,2.6132,0.3881
381,2.6601,0.3836,2.5876,0.3952
382,2.6442,0.3772,2.5610,0.3955
383,2.6939,0.3694,2.5958,0.3920
384,2.6856,0.3712,2.5849,0.3955
385,2.6650,0.3740,2.5941,0.3982
386,2.7155,0.3702,2.6315,0.3923
387,2.6324,0.3782,2.5812,0.3941
388,2.6464,0.3776,2.5932,0.3939
389,2.6705,0.3818,2.5806,0.3954
390,2.6625,0.3792,2.6071,0.3938
391,2.7109,0.3774,2.6146,0.3923
392,2.6866,0.3756,2.6073,0.3988
393,2.6829,0.3718,2.5952,0.3969
394,2.6413,0.3836,2.5684,0.3969
395,2.6583,0.3832,2.5928,0.3945
396,2.6703,0.3760,2.5964,0.3973
397,2.6475,0.3736,2.5565,0.3962
398,2.6462,0.3802,2.5779,0.3984
399,2.6771,0.3764,2.5973,0.3919
400,2.6796,0.3772,2.6186,0.3929
401,2.6586,0.3748,2.5897,0.3980
402,2.6609,0.3748,2.6129,0.3944
403,2.6892,0.3740,2.6201,0.3937
404,2.6642,0.3846,2.5857,0.3943
405,2.6735,0.3710,2.5972,0.3994
406,2.6503,0.3862,2.5671,0.4018
407,2.6867,0.3730,2.6058,0.3961
408,2.6610,0.3742,2.5750,0.3977
409,2.6495,0.3792,2.5750,0.4031
410,2.6700,0.3896,2.5987,0.3999
411,2.6647,0.3710,2.5892,0.3981
412,2.6944,0.3764,2.6027,0.3943
413,2.7239,0.3780,2.6381,0.3933
414,2.6552,0.3832,2.5828,0.3947
415,2.6475,0.3812,2.5778,0.3999
416,2.6311,0.3844,2.5524,0.3964
417,2.6763,0.3768,2.5701,0.4005
418,2.6221,0.3844,2.5648,0.4034
419,2.6715,0.3820,2.5830,0.3998
420,2.7090,0.3724,2.5997,0.3959
421,2.6734,0.3756,2.6069,0.3976
422,2.6636,0.3804,2.5898,0.3998
423,2.6489,0.3822,2.5857,0.3986
424,2.6934,0.3802,2.6170,0.3988
425,2.6809,0.3800,2.5955,0.4051
426,2.6345,0.3818,2.5562,0.4020
427,2.6737,0.3844,2.5984,0.4041
428,2.6782,0.3854,2.5980,0.4019
429,2.7118,0.3738,2.6066,0.4053
430,2.6802,0.3744,2.5815,0.4020
431,2.6998,0.3864,2.6041,0.4008
432,2.6557,0.3856,2.5821,0.4019
433,2.6391,0.3876,2.5731,0.3968
434,2.6692,0.3740,2.5847,0.3992
435,2.6151,0.3844,2.5474,0.4049
436,2.6683,0.3884,2.5820,0.4077
437,2.7201,0.3822,2.6271,0.4011
438,2.6751,0.3854,2.5895,0.4045
439,2.6643,0.3878,2.5757,0.4081
440,2.7085,0.3808,2.6027,0.4019
441,2.6823,0.3810,2.5994,0.3982
442,2.6618,0.3818,2.5855,0.4048
443,2.6687,0.3944,2.6118,0.4016
444,2.6652,0.3822,2.5890,0.4053
445,2.7053,0.3908,2.6311,0.4039
446,2.7189,0.3852,2.6117,0.4030
447,2.6598,0.3848,2.6045,0.3980
448,2.6865,0.3784,2.6034,0.3998
449,2.6699,0.3852,2.5954,0.4023
450,2.6464,0.3832,2.5835,0.4066
451,2.6660,0.3792,2.5633,0.4099
452,2.6967,0.3892,2.6177,0.4092
453,2.6739,0.3918,2.6053,0.4046
454,2.6864,0.3856,2.6003,0.4004
455,2.6942,0.3910,2.6127,0.4020
456,2.6928,0.3934,2.6174,0.4037
457,2.6876,0.3910,2.6213,0.4019
458,2.6861,0.3868,2.6180,0.4087
459,2.6876,0.3792,2.5909,0.4089
460,2.6967,0.3896,2.6067,0.4085
461,2.6645,0.3856,2.5902,0.4045
462,2.6798,0.3830,2.5881,0.4063
463,2.6443,0.3938,2.5718,0.4038
464,2.6477,0.3900,2.5956,0.4060
465,2.6704,0.3854,2.6092,0.4066
466,2.6810,0.3908,2.5878,0.4025
467,2.7056,0.3822,2.6185,0.4056
468,2.6708,0.3792,2.5969,0.4053
469,2.6555,0.3940,2.6129,0.4034
470,2.6563,0.3942,2.5636,0.4056
471,2.6874,0.3864,2.5838,0.4114
472,2.6481,0.3872,2.5855,0.4059
473,2.6643,0.3922,2.5921,0.4057
474,2.6619,0.3910,2.5644,0.4080
475,2.6777,0.3864,2.5761,0.4064
476,2.6513,0.3986,2.5844,0.4100
477,2.7226,0.3842,2.6256,0.4092
478,2.7344,0.3872,2.6312,0.4099
479,2.6992,0.3872,2.6026,0.4104
480,2.6802,0.3872,2.5975,0.4074
481,2.6924,0.3842,2.6006,0.4057
482,2.6728,0.3926,2.6104,0.4142
483,2.6699,0.3818,2.5924,0.4057
484,2.6663,0.3854,2.5868,0.4101
485,2.6708,0.3956,2.6255,0.4066
486,2.6652,0.3946,2.6003,0.4058
487,2.7030,0.3904,2.5943,0.4117
488,2.6791,0.3920,2.6061,0.4097
489,2.6789,0.3862,2.6124,0.4123
490,2.6485,0.3916,2.5896,0.4096
491,2.7080,0.3886,2.6099,0.4110
492,2.6898,0.3908,2.5902,0.4143
493,2.6908,0.3850,2.6127,0.4088
494,2.7252,0.3930,2.6132,0.4096
495,2.7049,0.3890,2.5948,0.4120
496,2.6837,0.3794,2.6089,0.4090
497,2.6903,0.3886,2.6096,0.4056
498,2.6730,0.3832,2.6051,0.4056
499,2.6770,0.3924,2.5882,0.4147
500,2.6244,0.3938,2.5632,0.4110
501,2.6782,0.3930,2.5942,0.4161
502,2.6752,0.3956,2.5803,0.4092
503,2.6690,0.3942,2.6224,0.4111
504,2.7131,0.3960,2.6737,0.4086
505,2.6538,0.3868,2.5831,0.4160
506,2.7221,0.3824,2.6461,0.4132
507,2.6393,0.3926,2.5976,0.4097
508,2.6827,0.3966,2.6276,0.4073
509,2.6881,0.3882,2.6208,0.4116
510,2.6788,0.3914,2.6233,0.4083
511,2.6560,0.3924,2.5909,0.4122
512,2.6902,0.3904,2.6132,0.4111
513,2.6649,0.3944,2.6127,0.4090
514,2.7277,0.3898,2.6391,0.4095
515,2.6628,0.3964,2.6282,0.4091
516,2.6954,0.3906,2.6077,0.4089
517,2.6855,0.3900,2.6292,0.4107
518,2.6825,0.3946,2.6264,0.4118
519,2.6882,0.3938,2.6180,0.4077
520,2.7538,0.3882,2.6582,0.4131
521,2.6741,0.3904,2.6262,0.4066
522,2.6915,0.3936,2.6043,0.4107
523,2.6809,0.3990,2.6275,0.4125
524,2.7134,0.3928,2.6576,0.4095
525,2.6918,0.3954,2.6090,0.4102
526,2.6905,0.3926,2.6297,0.4138
527,2.6866,0.4020,2.6602,0.4088
528,2.6703,0.3918,2.6257,0.4078
529,2.7030,0.3880,2.6371,0.4139
530,2.6882,0.3934,2.6564,0.4136
531,2.6784,0.3950,2.6316,0.4159
532,2.7116,0.3950,2.6158,0.4144
533,2.6957,0.3906,2.6175,0.4124
534,2.7059,0.3930,2.6579,0.4143
535,2.7301,0.3976,2.6735,0.4090
536,2.6701,0.3988,2.6027,0.4149
537,2.7504,0.3962,2.6606,0.4114
538,2.6893,0.3970,2.6216,0.4129
539,2.7086,0.3982,2.6542,0.4126
540,2.7003,0.3930,2.6339,0.4120
541,2.6887,0.3940,2.6252,0.4145
542,2.6791,0.3980,2.6484,0.4112
543,2.6472,0.3966,2.5907,0.4123
544,2.6782,0.3926,2.6014,0.4138
545,2.7462,0.3966,2.6600,0.4109
546,2.6804,0.3904,2.6230,0.4142
547,2.7247,0.3952,2.6389,0.4170
548,2.6833,0.4004,2.6338,0.4148
549,2.6943,0.3950,2.6618,0.4125
550,2.7432,0.3942,2.6586,0.4125
551,2.6912,0.3930,2.6291,0.4093
552,2.6828,0.3978,2.6176,0.4118
553,2.7213,0.3978,2.6466,0.4186
554,2.7143,0.3968,2.6442,0.4102
555,2.6583,0.3964,2.6059,0.4132
556,2.7153,0.3998,2.6249,0.4156
557,2.6654,0.3872,2.5958,0.4162
558,2.7155,0.3976,2.6543,0.4121
559,2.6409,0.4000,2.6071,0.4113
560,2.7336,0.3984,2.6633,0.4125
561,2.6232,0.3986,2.6108,0.4115
562,2.7352,0.3978,2.6789,0.4155
563,2.6996,0.3950,2.6310,0.4144
564,2.7161,0.3932,2.6371,0.4168
565,2.6875,0.3972,2.6250,0.4147
566,2.7004,0.3934,2.6435,0.4152
567,2.7254,0.3980,2.6573,0.4156
568,2.6912,0.3880,2.6468,0.4150
569,2.6825,0.4016,2.6424,0.4156
570,2.7121,0.4016,2.6408,0.4164
571,2.7354,0.3904,2.6367,0.4143
572,2.7020,0.3970,2.6539,0.4130
573,2.6465,0.4016,2.6177,0.4159
574,2.7019,0.4010,2.6777,0.4135
575,2.6469,0.4026,2.6039,0.4164
576,2.6708,0.4082,2.6536,0.4125
577,2.7126,0.3930,2.6309,0.4144
578,2.7177,0.3946,2.6243,0.4133
579,2.6955,0.3972,2.6072,0.4179
580,2.7334,0.3960,2.6423,0.4180
581,2.6818,0.3930,2.5983,0.4161
582,2.7208,0.3980,2.6288,0.4175
583,2.6953,0.4040,2.6549,0.4145
584,2.7122,0.4028,2.6601,0.4167
585,2.7046,0.3994,2.6740,0.4164
586,2.6415,0.3968,2.6191,0.4152
587,2.6965,0.3874,2.6219,0.4170
588,2.7037,0.3956,2.6379,0.4202
589,2.6964,0.3976,2.6418,0.4238
590,2.6727,0.3988,2.5998,0.4205
591,2.7003,0.4026,2.6313,0.4225
592,2.6987,0.3962,2.6615,0.4177
593,2.6979,0.4008,2.6352,0.4197
594,2.7419,0.3984,2.6853,0.4158
595,2.7358,0.3986,2.6736,0.4167
596,2.6832,0.4022,2.6610,0.4145
597,2.7024,0.3998,2.6645,0.4175
598,2.7441,0.3926,2.6802,0.4186
599,2.7370,0.3962,2.6684,0.4170
600,2.7313,0.4016,2.6601,0.4183
601,2.7360,0.4028,2.6886,0.4174
602,2.7021,0.3998,2.6535,0.4138
603,2.6774,0.4018,2.6141,0.4209
604,2.6705,0.4076,2.6491,0.4150
605,2.7110,0.3934,2.6610,0.4178
606,2.6905,0.4016,2.6785,0.4149
607,2.7417,0.3984,2.6914,0.4177
608,2.6901,0.4022,2.6666,0.4128
609,2.7128,0.4024,2.6693,0.4195
610,2.7066,0.4054,2.6765,0.4180
611,2.7143,0.4002,2.6758,0.4172
612,2.7040,0.3998,2.6701,0.4191
613,2.7054,0.4054,2.6401,0.4252
614,2.7171,0.3986,2.6420,0.4268
615,2.7036,0.4012,2.6525,0.4196
616,2.7735,0.3978,2.7080,0.4192
617,2.7326,0.4022,2.6553,0.4212
618,2.7587,0.3966,2.7122,0.4204
619,2.7217,0.3992,2.6515,0.4213
620,2.7524,0.3960,2.7197,0.4182
621,2.6749,0.4042,2.6636,0.4185
622,2.6978,0.4038,2.6585,0.4229
623,2.7149,0.3998,2.6894,0.4171
624,2.7194,0.3968,2.6604,0.4228
625,2.7387,0.3938,2.6974,0.4214
626,2.6901,0.4002,2.6432,0.4226
627,2.6907,0.3990,2.6511,0.4167
628,2.7338,0.3956,2.6908,0.4152
629,2.7313,0.4074,2.6988,0.4144
630,2.6609,0.3996,2.6482,0.4227
631,2.6643,0.4106,2.6401,0.4176
632,2.7287,0.3990,2.7128,0.4201
633,2.6964,0.4006,2.6562,0.4185
634,2.7430,0.4058,2.6983,0.4199
635,2.7168,0.3942,2.6866,0.4150
636,2.6896,0.4020,2.6706,0.4161
