round,val_loss,val_acc,test_loss,test_acc
373,2.6970,0.3750,2.6280,0.3921
374,2.7147,0.3774,2.6173,0.4001
375,2.6874,0.3842,2.6162,0.4016
376,2.6913,0.3728,2.6386,0.3975
377,2.6948,0.3810,2.6215,0.3927
378,2.7169,0.3794,2.6256,0.4013
379,2.7230,0.3738,2.6135,0.4031
380,2.7238,0.3764,2.6293,0.3992
381,2.6727,0.3854,2.6070,0.4008
382,2.6852,0.3822,2.6162,0.4005
383,2.6897,0.3826,2.6091,0.4014
384,2.6933,0.3838,2.6333,0.4013
385,2.7248,0.3778,2.6146,0.4021
386,2.7559,0.3804,2.6347,0.4007
387,2.6631,0.3820,2.5908,0.4037
388,2.6833,0.3902,2.6449,0.3971
389,2.7017,0.3940,2.6340,0.4058
390,2.6839,0.3850,2.5973,0.4023
391,2.6715,0.3862,2.5834,0.4013
392,2.7157,0.3822,2.6325,0.3995
393,2.7104,0.3812,2.6582,0.3937
394,2.6755,0.3892,2.6102,0.4038
395,2.7043,0.3804,2.6311,0.3983
396,2.6910,0.3826,2.6111,0.4092
397,2.6748,0.3824,2.5925,0.4003
398,2.7174,0.3892,2.6287,0.3993
399,2.6801,0.3860,2.6137,0.4043
400,2.7168,0.3844,2.6497,0.4039
401,2.6612,0.3814,2.5838,0.4055
402,2.6784,0.3970,2.6087,0.4056
403,2.7337,0.3848,2.6578,0.4019
404,2.6815,0.3840,2.5852,0.4073
405,2.7135,0.3778,2.6282,0.4071
406,2.7255,0.3854,2.6465,0.4025
407,2.7141,0.3786,2.6099,0.4008
408,2.6965,0.3856,2.6338,0.4049
409,2.7073,0.3810,2.5987,0.4044
410,2.6630,0.3898,2.5806,0.4107
411,2.6807,0.3920,2.6077,0.4013
412,2.6739,0.3868,2.6133,0.4043
413,2.7182,0.3866,2.6230,0.4058
414,2.7002,0.3822,2.6297,0.3993
415,2.7207,0.3848,2.6364,0.4088
416,2.7156,0.3956,2.6448,0.4078
417,2.6980,0.3900,2.6101,0.4107
418,2.6993,0.3958,2.6321,0.4066
419,2.7293,0.3842,2.6241,0.4048
420,2.7156,0.3766,2.6324,0.4069
421,2.7540,0.3870,2.6517,0.4055
422,2.7075,0.3820,2.6435,0.4035
423,2.6925,0.3818,2.6270,0.4026
424,2.6945,0.3866,2.6339,0.4079
425,2.7330,0.3972,2.6536,0.4089
426,2.6600,0.3808,2.6187,0.4036
427,2.7003,0.3980,2.6373,0.4065
428,2.6504,0.3880,2.5729,0.4064
429,2.7423,0.3870,2.6484,0.4083
430,2.7350,0.3890,2.6562,0.4090
431,2.7075,0.3912,2.6501,0.4091
432,2.6868,0.3940,2.6349,0.4053
433,2.6983,0.3966,2.6292,0.4064
434,2.7076,0.3956,2.6242,0.4104
435,2.6777,0.3854,2.6373,0.4079
436,2.7005,0.3908,2.6433,0.4114
437,2.7129,0.3876,2.6267,0.4100
438,2.7129,0.3954,2.6425,0.4104
439,2.7712,0.3856,2.6859,0.4067
440,2.6826,0.3862,2.6287,0.4022
441,2.6993,0.3974,2.6494,0.4080
442,2.7154,0.3988,2.6599,0.4038
443,2.6976,0.3900,2.6850,0.4071
444,2.6946,0.3878,2.6441,0.4114
445,2.7319,0.3962,2.6776,0.4062
446,2.7503,0.3860,2.6599,0.4053
447,2.7457,0.3882,2.6498,0.4080
448,2.7596,0.3904,2.6839,0.4100
449,2.7368,0.3902,2.6502,0.4105
450,2.7511,0.3846,2.6771,0.4077
451,2.7357,0.3956,2.6845,0.4062
452,2.7501,0.3938,2.6900,0.4055
453,2.7206,0.3900,2.6495,0.4107
454,2.7117,0.3928,2.6565,0.4059
455,2.7266,0.3920,2.6641,0.4108
456,2.6980,0.3900,2.6337,0.4030
457,2.7086,0.3886,2.6465,0.4083
458,2.7289,0.3872,2.6558,0.4105
459,2.7279,0.3876,2.6731,0.4087
460,2.7108,0.3962,2.6677,0.4128
461,2.7266,0.3952,2.6623,0.4120
462,2.7208,0.3944,2.6630,0.4153
463,2.6915,0.3938,2.6426,0.4110
464,2.7169,0.3926,2.6445,0.4116
465,2.7252,0.3934,2.6501,0.4164
466,2.7450,0.3990,2.6474,0.4113
467,2.7296,0.3948,2.6359,0.4167
468,2.7296,0.3932,2.6595,0.4118
469,2.6753,0.3930,2.6184,0.4134
470,2.7912,0.3960,2.6886,0.4155
471,2.7928,0.4008,2.6877,0.4130
472,2.7612,0.3984,2.6904,0.4154
473,2.7172,0.3868,2.6531,0.4139
474,2.7247,0.3946,2.6442,0.4145
475,2.7528,0.3950,2.6838,0.4157
476,2.7254,0.3894,2.6759,0.4093
477,2.7023,0.3962,2.6441,0.4142
478,2.7822,0.3866,2.6937,0.4167
479,2.7159,0.3884,2.6314,0.4194
480,2.7649,0.3960,2.6925,0.4182
481,2.7502,0.3952,2.6747,0.4162
482,2.7267,0.3956,2.6689,0.4153
483,2.7435,0.3922,2.6738,0.4140
484,2.7771,0.3852,2.6694,0.4168
485,2.7570,0.4012,2.6870,0.4210
486,2.7566,0.3850,2.6791,0.4079
487,2.7978,0.3942,2.7039,0.4140
488,2.7464,0.3944,2.6636,0.4123
489,2.7673,0.3884,2.6793,0.4106
490,2.7655,0.3910,2.7024,0.4139
491,2.7834,0.3868,2.7019,0.4128
492,2.7457,0.3954,2.6819,0.4141
493,2.7106,0.3946,2.6517,0.4179
494,2.8190,0.3914,2.6986,0.4128
495,2.7753,0.3926,2.6888,0.4102
496,2.7233,0.3976,2.6749,0.4172
497,2.7735,0.3988,2.7359,0.4118
498,2.7166,0.3980,2.6641,0.4160
499,2.8022,0.3902,2.7095,0.4141
500,2.7321,0.3984,2.6732,0.4154
501,2.7484,0.4000,2.6958,0.4100
502,2.7565,0.4082,2.6778,0.4243
503,2.7773,0.3950,2.6900,0.4149
504,2.7198,0.3910,2.6569,0.4164
505,2.7677,0.3978,2.6999,0.4149
506,2.7314,0.4058,2.6690,0.4167
507,2.7144,0.3974,2.6775,0.4212
508,2.8156,0.3962,2.7443,0.4136
509,2.7356,0.4032,2.6749,0.4162
510,2.7609,0.3960,2.7385,0.4141
511,2.7492,0.3956,2.6906,0.4219
512,2.7790,0.4004,2.7006,0.4186
513,2.8000,0.3956,2.7216,0.4148
514,2.7446,0.3990,2.6752,0.4240
515,2.7330,0.3956,2.6970,0.4138
516,2.7797,0.4026,2.7106,0.4171
517,2.8052,0.3948,2.7193,0.4177
518,2.7422,0.3964,2.6815,0.4202
519,2.7825,0.4026,2.7236,0.4167
520,2.7797,0.3956,2.7238,0.4177
521,2.8069,0.3896,2.7226,0.4180
522,2.7867,0.3974,2.7240,0.4170
523,2.7741,0.4054,2.7283,0.4151
524,2.8027,0.3948,2.7312,0.4151
525,2.7980,0.3906,2.7226,0.4174
526,2.8105,0.3908,2.7164,0.4185
527,2.7631,0.4004,2.7093,0.4252
528,2.8199,0.3978,2.7734,0.4150
529,2.7508,0.3976,2.6490,0.4174
530,2.7938,0.4024,2.7501,0.4182
531,2.7592,0.4026,2.7343,0.4192
532,2.8123,0.4032,2.7775,0.4203
533,2.7557,0.3974,2.6919,0.4158
534,2.8119,0.4040,2.7578,0.4226
535,2.7817,0.4030,2.7415,0.4202
536,2.7219,0.4026,2.6921,0.4165
537,2.7959,0.3968,2.6890,0.4200
538,2.7999,0.3968,2.7204,0.4219
539,2.7577,0.3996,2.7279,0.4212
540,2.7731,0.4070,2.7251,0.4259
541,2.8288,0.3956,2.7464,0.4199
542,2.7828,0.3958,2.7238,0.4203
543,2.8069,0.4008,2.7361,0.4215
544,2.7889,0.3980,2.7317,0.4212
545,2.7569,0.3954,2.6898,0.4194
546,2.8002,0.3994,2.7462,0.4156
547,2.8106,0.4018,2.7327,0.4220
548,2.7892,0.3986,2.7147,0.4184
549,2.7856,0.3972,2.7412,0.4188
550,2.7690,0.4080,2.6961,0.4180
551,2.8091,0.4048,2.7419,0.4260
552,2.7650,0.3996,2.7219,0.4176
553,2.8341,0.4060,2.7552,0.4228
554,2.7691,0.3968,2.6887,0.4188
555,2.7942,0.4000,2.7425,0.4236
556,2.7822,0.4028,2.7290,0.4182
557,2.7995,0.3960,2.7594,0.4229
558,2.7430,0.4044,2.7246,0.4196
559,2.8107,0.3980,2.7620,0.4244
560,2.8074,0.3992,2.7681,0.4172
561,2.7272,0.4054,2.7152,0.4241
562,2.7897,0.4040,2.7669,0.4199
563,2.8682,0.4022,2.7920,0.4209
564,2.8212,0.3972,2.7896,0.4182
565,2.8309,0.3946,2.7731,0.4213
