round,val_loss,val_acc,test_loss,test_acc
145,5.7161,0.1888,6.0520,0.1854
146,5.8263,0.1800,6.1089,0.1859
147,5.7692,0.1828,6.0474,0.1852
148,5.8040,0.1878,6.1102,0.1878
149,5.9056,0.1894,6.1774,0.1861
150,5.9181,0.1870,6.2282,0.1887
151,5.9729,0.1826,6.2316,0.1842
152,6.0670,0.1856,6.3177,0.1850
153,6.0501,0.1826,6.3547,0.1868
154,5.9383,0.1766,6.2712,0.1838
155,6.0782,0.1906,6.3851,0.1844
156,5.9902,0.1854,6.3702,0.1824
157,6.1055,0.1886,6.4859,0.1836
158,6.0621,0.1878,6.4330,0.1843
159,6.1049,0.1854,6.4473,0.1842
160,6.2227,0.1850,6.5734,0.1880
161,6.2442,0.1888,6.5425,0.1872
162,6.2322,0.1876,6.5666,0.1861
163,6.2530,0.1810,6.6114,0.1838
164,6.3114,0.1850,6.7081,0.1820
165,6.2776,0.1858,6.6342,0.1842
166,6.3494,0.1862,6.7007,0.1856
167,6.3989,0.1842,6.7205,0.1847
168,6.3581,0.1838,6.7069,0.1851
169,6.4031,0.1806,6.7417,0.1852
170,6.4869,0.1874,6.8246,0.1829
171,6.4645,0.1824,6.8415,0.1834
172,6.5651,0.1880,6.8308,0.1857
173,6.6027,0.1796,6.9286,0.1870
174,6.5708,0.1876,6.9698,0.1886
175,6.5564,0.1858,6.9490,0.1833
176,6.7161,0.1844,7.1134,0.1826
177,6.5835,0.1838,6.9335,0.1869
178,6.7080,0.1850,7.0315,0.1872
179,6.6395,0.1880,7.0436,0.1855
180,6.7246,0.1864,7.1340,0.1833
181,6.7830,0.1834,7.1679,0.1852
182,6.7480,0.1790,7.0826,0.1867
183,6.8263,0.1878,7.2524,0.1838
184,6.8768,0.1928,7.2567,0.1860
185,6.8217,0.1868,7.1983,0.1827
186,6.9281,0.1900,7.3851,0.1855
187,6.9357,0.1822,7.2724,0.1839
188,6.9405,0.1884,7.3619,0.1863
189,7.0223,0.1826,7.3623,0.1834
190,6.9708,0.1808,7.3992,0.1854
191,6.9779,0.1864,7.3654,0.1821
192,7.1066,0.1866,7.5435,0.1845
193,7.1031,0.1812,7.4912,0.1820
194,7.1661,0.1932,7.5727,0.1840
195,7.1077,0.1816,7.5793,0.1855
196,7.0942,0.1806,7.5969,0.1834
197,7.2227,0.1872,7.6547,0.1840
198,7.2421,0.1806,7.6281,0.1845
199,7.1790,0.1822,7.6451,0.1810
200,7.3585,0.1824,7.7855,0.1869
