name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,1,22.8566,0.0094,19.3239,0.0100,22.7961,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,2,4.7510,0.0102,4.7468,0.0100,4.7528,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,3,10.7052,0.0100,10.3768,0.0100,10.6874,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,4,4.6552,0.0088,4.6590,0.0079,4.6655,0.0088
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,5,4.7191,0.0122,4.7083,0.0105,4.7299,0.0097
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,6,20.7310,0.0122,17.7302,0.0100,20.9277,0.0098
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,7,7.9603,0.0122,7.9289,0.0100,7.8247,0.0098
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,8,5.1583,0.0086,5.0614,0.0095,5.1254,0.0082
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,9,4.6819,0.0092,4.6578,0.0092,4.6802,0.0107
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,10,14.8352,0.0098,11.9741,0.0103,14.7845,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,11,5.0894,0.0074,4.9517,0.0100,5.0669,0.0103
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,12,8.3327,0.0126,7.9593,0.0148,8.2702,0.0143
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,13,4.8445,0.0100,4.7775,0.0112,4.8466,0.0104
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,14,5.3085,0.0108,5.1290,0.0121,5.3102,0.0110
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,15,7.7243,0.0132,7.9516,0.0115,7.6676,0.0107
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,16,5.1269,0.0132,5.0015,0.0150,5.1145,0.0149
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,17,6.7103,0.0124,6.3472,0.0111,6.6528,0.0116
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,18,4.6523,0.0104,4.6538,0.0100,4.6551,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,19,5.1798,0.0106,5.1041,0.0106,5.1891,0.0109
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,20,4.9430,0.0106,4.9061,0.0112,4.9483,0.0109
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,21,5.4717,0.0108,5.2983,0.0100,5.4804,0.0099
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,22,5.0444,0.0090,4.9504,0.0100,5.0403,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,23,5.0027,0.0108,4.9482,0.0115,5.0042,0.0114
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,24,4.9443,0.0102,4.9047,0.0101,4.9558,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,25,5.2057,0.0098,5.1117,0.0100,5.2152,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,26,4.9870,0.0134,4.9697,0.0121,5.0033,0.0121
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,27,5.4710,0.0076,5.3491,0.0100,5.4792,0.0103
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,28,5.0723,0.0104,5.0295,0.0110,5.0886,0.0103
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,29,5.0617,0.0096,5.0215,0.0101,5.0732,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,30,4.9778,0.0174,4.9585,0.0148,4.9974,0.0146
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,31,5.0803,0.0104,5.0346,0.0100,5.0940,0.0099
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,32,4.9241,0.0094,4.9210,0.0100,4.9298,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,33,5.2418,0.0102,5.1687,0.0107,5.2432,0.0102
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,34,5.0937,0.0100,5.0505,0.0100,5.0879,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,35,5.1534,0.0094,5.0988,0.0100,5.1515,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,36,5.2613,0.0050,5.1836,0.0046,5.2554,0.0047
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,37,5.4496,0.0090,5.3636,0.0090,5.4407,0.0088
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,38,5.1021,0.0156,5.0405,0.0139,5.0901,0.0138
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,39,5.1812,0.0104,5.1039,0.0127,5.1569,0.0130
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,40,4.8118,0.0112,4.7961,0.0127,4.8042,0.0122
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,41,5.3351,0.0106,5.2874,0.0104,5.3060,0.0105
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,42,4.8444,0.0124,4.8371,0.0113,4.8406,0.0114
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,43,5.6680,0.0124,5.5908,0.0160,5.6279,0.0146
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,44,4.8116,0.0102,4.7924,0.0109,4.8090,0.0116
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,45,5.6054,0.0098,5.5112,0.0099,5.5958,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,46,4.8687,0.0130,4.8572,0.0160,4.8491,0.0164
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,47,7.2598,0.0128,6.6758,0.0139,7.1999,0.0143
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,48,4.8372,0.0090,4.8326,0.0103,4.8324,0.0099
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,49,4.9982,0.0098,4.9974,0.0100,4.9939,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,50,5.3556,0.0110,5.3311,0.0120,5.3412,0.0116
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,51,5.1083,0.0094,5.0873,0.0100,5.0928,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,52,5.4560,0.0108,5.4152,0.0114,5.4245,0.0108
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,53,4.9954,0.0134,4.9934,0.0146,4.9832,0.0136
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,54,6.9540,0.0142,6.4667,0.0197,6.8874,0.0171
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,55,5.6074,0.0076,5.6024,0.0100,5.5693,0.0105
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,56,5.0960,0.0106,5.0630,0.0100,5.0785,0.0099
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,57,5.1140,0.0114,5.0959,0.0120,5.1073,0.0117
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,58,5.0654,0.0104,5.0447,0.0098,5.0517,0.0104
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,59,5.3067,0.0108,5.2276,0.0100,5.2785,0.0099
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,60,5.1217,0.0090,5.0773,0.0107,5.0781,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,61,5.3154,0.0090,5.2494,0.0100,5.2821,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,62,5.3385,0.0100,5.2527,0.0103,5.2915,0.0104
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,63,6.0879,0.0118,5.9332,0.0110,6.0365,0.0117
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,64,4.8946,0.0132,4.8518,0.0132,4.8738,0.0118
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,65,5.0036,0.0132,4.9537,0.0146,4.9824,0.0135
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,66,5.1982,0.0088,5.1373,0.0100,5.1691,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,67,5.8403,0.0076,5.8006,0.0111,5.7832,0.0106
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,68,4.9203,0.0138,4.8909,0.0124,4.9119,0.0126
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,69,5.0169,0.0096,4.9564,0.0100,4.9980,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,70,5.1650,0.0106,5.0950,0.0106,5.1549,0.0108
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,71,5.0020,0.0120,4.9624,0.0111,4.9858,0.0118
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,72,5.0113,0.0178,4.9664,0.0162,5.0103,0.0164
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,73,5.3057,0.0130,5.1948,0.0131,5.3008,0.0127
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,74,4.9879,0.0158,4.9547,0.0120,4.9907,0.0135
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,75,5.0625,0.0108,5.0530,0.0099,5.0617,0.0104
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,76,5.3461,0.0156,5.2619,0.0144,5.3539,0.0143
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,77,4.8936,0.0124,4.8966,0.0121,4.8996,0.0120
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,78,4.9928,0.0138,4.9754,0.0122,5.0110,0.0128
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,79,5.3459,0.0094,5.2813,0.0097,5.3675,0.0104
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,80,5.2914,0.0094,5.2196,0.0100,5.2843,0.0101
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,81,5.0681,0.0152,5.0450,0.0123,5.0837,0.0129
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,82,4.9020,0.0196,4.8993,0.0171,4.9089,0.0179
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,83,5.1382,0.0114,5.1211,0.0115,5.1558,0.0108
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,84,5.1413,0.0174,5.1142,0.0189,5.1489,0.0177
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,85,5.3756,0.0192,5.3253,0.0173,5.3737,0.0176
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,86,4.9537,0.0172,4.9425,0.0168,4.9518,0.0147
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,87,5.1434,0.0098,5.1040,0.0102,5.1318,0.0096
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,88,5.5277,0.0110,5.4921,0.0125,5.5153,0.0108
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,89,5.0317,0.0086,5.0078,0.0108,5.0302,0.0106
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,90,4.8142,0.0174,4.8130,0.0177,4.8123,0.0182
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,91,4.8667,0.0190,4.8741,0.0169,4.8829,0.0164
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,92,4.9148,0.0170,4.9367,0.0134,4.9382,0.0140
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,93,5.0236,0.0198,5.0111,0.0198,5.0390,0.0184
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,94,4.9647,0.0130,4.9638,0.0152,4.9788,0.0136
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,95,5.0449,0.0172,5.0186,0.0196,5.0495,0.0180
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,96,5.0714,0.0120,5.0773,0.0108,5.0866,0.0107
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,97,4.9019,0.0136,4.9105,0.0132,4.9231,0.0138
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,98,5.0147,0.0184,5.0083,0.0190,5.0226,0.0192
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,99,5.0156,0.0130,5.0118,0.0151,5.0176,0.0152
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,100,5.0530,0.0136,5.0348,0.0140,5.0519,0.0158
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,101,4.9676,0.0172,4.9441,0.0176,4.9633,0.0177
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,102,5.3389,0.0130,5.2748,0.0153,5.3383,0.0142
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,103,4.9931,0.0158,4.9782,0.0174,5.0005,0.0169
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,104,5.0144,0.0152,5.0061,0.0173,5.0238,0.0162
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,105,4.9818,0.0262,5.0022,0.0265,4.9800,0.0264
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,106,5.0086,0.0144,4.9640,0.0153,5.0056,0.0156
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,107,4.9944,0.0176,4.9209,0.0216,4.9632,0.0206
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,108,4.7085,0.0200,4.7027,0.0192,4.7116,0.0192
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,109,4.9653,0.0124,4.9965,0.0104,4.9716,0.0100
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,110,4.7361,0.0208,4.7332,0.0255,4.7280,0.0240
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,111,5.0872,0.0202,5.1040,0.0179,5.0874,0.0184
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,112,5.7543,0.0178,5.8558,0.0173,5.7443,0.0172
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,113,4.8653,0.0162,4.8377,0.0191,4.8571,0.0175
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,114,4.8883,0.0178,4.8764,0.0195,4.8698,0.0182
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,115,4.9566,0.0094,4.9601,0.0108,4.9730,0.0102
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,116,4.8246,0.0198,4.8175,0.0192,4.8258,0.0194
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,117,5.8624,0.0128,5.7823,0.0167,5.8477,0.0157
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,118,4.8740,0.0236,4.8564,0.0250,4.8760,0.0238
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,119,5.1690,0.0128,5.1587,0.0128,5.1699,0.0145
hetetogeneous_shard_non_iid_50_J_16_LR_0.01,120,4.8349,0.0226,4.7978,0.0219,4.8307,0.0212
