name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,1,4.6122,0.0108,4.6131,0.0100,4.6144,0.0099
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,2,15.5894,0.0108,14.0647,0.0100,15.6295,0.0099
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,3,4.9906,0.0092,4.8869,0.0100,4.9806,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,4,5.6336,0.0098,5.4829,0.0100,5.6038,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,5,5.0716,0.0102,5.0057,0.0100,5.0752,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,6,10.1065,0.0100,9.3903,0.0100,10.0553,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,7,4.6801,0.0056,4.6819,0.0061,4.6819,0.0062
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,8,10.1963,0.0100,10.6132,0.0100,10.0778,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,9,4.7091,0.0116,4.6980,0.0101,4.7076,0.0098
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,10,34.8939,0.0092,26.2405,0.0100,35.0289,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,11,4.7349,0.0086,4.7179,0.0107,4.7368,0.0103
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,12,23.5911,0.0090,22.6986,0.0100,23.3800,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,13,4.7456,0.0116,4.7436,0.0100,4.7506,0.0098
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,14,6.3686,0.0144,6.0148,0.0122,6.3490,0.0136
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,15,5.6074,0.0082,5.3451,0.0106,5.5870,0.0106
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,16,5.2064,0.0092,5.0946,0.0103,5.2080,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,17,6.1971,0.0096,5.9065,0.0100,6.1761,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,18,4.9915,0.0130,4.9311,0.0145,5.0011,0.0131
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,19,5.4217,0.0122,5.2586,0.0123,5.4250,0.0120
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,20,4.8351,0.0104,4.8102,0.0104,4.8413,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,21,6.3905,0.0086,6.0660,0.0107,6.3808,0.0104
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,22,4.9712,0.0092,4.9133,0.0100,4.9756,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,23,4.8097,0.0088,4.7920,0.0100,4.8218,0.0101
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,24,5.3328,0.0116,5.2266,0.0101,5.3493,0.0098
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,25,5.1850,0.0086,5.1127,0.0088,5.1952,0.0092
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,26,5.2372,0.0094,5.1796,0.0105,5.2479,0.0103
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,27,5.1738,0.0142,5.0879,0.0141,5.1895,0.0132
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,28,5.4797,0.0108,5.3227,0.0123,5.4817,0.0118
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,29,4.7836,0.0092,4.7571,0.0112,4.7833,0.0109
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,30,5.3726,0.0096,5.2537,0.0100,5.3682,0.0100
hetetogeneous_shard_non_iid_10_J_16_LR_0.01,31,4.9944,0.0098,4.9463,0.0136,5.0063,0.0110
