round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
89,5.1859,0.0092,5.1288,0.0100,5.1741,0.0117
90,5.2624,0.0114,5.1696,0.0145,5.2506,0.0138
91,5.0911,0.0168,5.0054,0.0161,5.0872,0.0161
92,5.3590,0.0140,5.1881,0.0142,5.3349,0.0135
93,5.0017,0.0102,4.9411,0.0109,4.9956,0.0112
94,5.3665,0.0090,5.2160,0.0115,5.3561,0.0113
95,5.0242,0.0136,4.9618,0.0135,5.0354,0.0129
96,5.5891,0.0112,5.4372,0.0108,5.5831,0.0104
97,4.9628,0.0128,4.9136,0.0149,4.9702,0.0124
98,5.1943,0.0152,5.2205,0.0151,5.2278,0.0143
99,4.8337,0.0132,4.8035,0.0141,4.8434,0.0137
100,5.0311,0.0140,4.9811,0.0143,5.0315,0.0146
