name,round,val_loss,val_acc,test_loss,test_acc,train_loss,train_acc
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,1,9.1054,0.0074,7.9353,0.0100,9.0651,0.0103
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,2,5.1403,0.0100,5.1017,0.0100,5.1750,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,3,5.2666,0.0106,5.1532,0.0100,5.2785,0.0099
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,4,5.1919,0.0106,5.0915,0.0100,5.2231,0.0099
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,5,7.6777,0.0086,6.9970,0.0100,7.6906,0.0102
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,6,4.7523,0.0100,4.7239,0.0100,4.7508,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,7,8.6292,0.0086,8.0801,0.0089,8.5712,0.0098
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,8,4.8243,0.0102,4.7596,0.0100,4.8293,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,9,6.6088,0.0076,6.0121,0.0100,6.5873,0.0103
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,10,4.6510,0.0118,4.6476,0.0104,4.6611,0.0113
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,11,12.7150,0.0096,11.1525,0.0100,12.8398,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,12,4.6291,0.0100,4.6257,0.0100,4.6286,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,13,30.9900,0.0076,29.9626,0.0100,30.8216,0.0103
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,14,4.9356,0.0110,4.9227,0.0100,4.9622,0.0099
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,15,7.9871,0.0084,7.4677,0.0100,8.0807,0.0102
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,16,27.2151,0.0084,29.9731,0.0100,27.0080,0.0102
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,17,12.6077,0.0106,9.9124,0.0100,12.7066,0.0099
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,18,11.2674,0.0090,12.3801,0.0100,11.1910,0.0101
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,19,4.7935,0.0100,4.7324,0.0100,4.8031,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,20,22.6149,0.0096,20.8291,0.0100,22.5303,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,21,5.2495,0.0106,5.0654,0.0100,5.2634,0.0105
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,22,12.3929,0.0086,10.7745,0.0100,12.4189,0.0102
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,23,4.8125,0.0110,4.7557,0.0085,4.8289,0.0087
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,24,6.7598,0.0130,6.2160,0.0100,6.8062,0.0097
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,25,5.0040,0.0082,4.8986,0.0100,5.0249,0.0103
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,26,9.6113,0.0084,8.3565,0.0100,9.6103,0.0102
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,27,5.2738,0.0090,5.2823,0.0100,5.2898,0.0101
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,28,5.0548,0.0100,4.9991,0.0100,5.0654,0.0100
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,29,8.1728,0.0092,8.3930,0.0089,8.2344,0.0082
hetetogeneous_shard_non_iid_10_J_4_LR_0.01,30,4.7969,0.0090,4.7557,0.0090,4.8010,0.0100
