run_id,shard_key,J,C,LR,seed,server_momentum,server_lr,round,wall_time_s,local_mean,local_std,val_loss,val_acc,test_loss,test_acc,probe_min,probe_mean,probe_max,avg_client_delta_norm,max_client_delta_norm,clipped_fraction,candidate_pool_size,selected_client_count,forced_selected_count,selection_count_min,selection_count_mean,selection_count_max,selection_count_median,selection_count_std,selected_ids_json
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,1,46.824198961257935,0.08522222222222223,0.11573975703285669,4.609849560546875,0.011,4.607824028015137,0.0098,0.00859201108803555,0.017276567105109355,0.04348271711814626,0.3760665460186974,1.1049553252928193,0.0,40,20,19,0,0.2,1,0.0,0.4,"[72, 6, 94, 13, 95, 77, 70, 8, 90, 67, 48, 5, 36, 55, 64, 9, 20, 63, 40, 37]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,2,48.78341770172119,0.08344444444444446,0.10061410204769607,4.766773082733154,0.0096,4.724298152923584,0.0099,0.020936359394477223,0.04106857588839732,0.12354682482107365,0.7506923971967927,1.3188167755683011,0.0,40,20,19,0,0.4,1,0.0,0.48989794855663565,"[79, 42, 71, 60, 84, 28, 57, 62, 47, 21, 83, 66, 24, 0, 45, 30, 98, 41, 81, 52]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,3,46.39932346343994,0.07411111111111111,0.0807626456864286,4.9664142707824706,0.011,4.891654325866699,0.0103,0.09098746045111068,0.1640145038199562,0.42666431578795866,1.0276766165642304,1.6502927215166676,0.0,40,20,19,0,0.6,2,1.0,0.5099019513592785,"[56, 25, 12, 74, 22, 69, 86, 33, 97, 11, 50, 53, 96, 14, 54, 89, 26, 1, 34, 8]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,4,46.90604066848755,0.17133333333333337,0.18840054520117178,4.715766731262207,0.0104,4.68986524810791,0.0146,0.16469913679650072,0.3333302636179771,0.7145013691657388,1.3050903411069243,2.8879717583896825,0.0,40,20,18,0,0.8,2,1.0,0.469041575982343,"[2, 29, 43, 87, 10, 88, 38, 27, 44, 23, 91, 35, 82, 7, 75, 78, 51, 61, 6, 74]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,5,47.732505083084106,0.08455555555555555,0.06135698014362896,4.6117895988464355,0.0122,4.606017206573486,0.0143,0.06524204072821656,0.11050442089827532,0.25703113236876574,1.1113528664463497,1.9748402253969048,0.0,40,20,11,0,1.0,3,1.0,0.5099019513592785,"[85, 32, 49, 15, 39, 92, 58, 46, 3, 59, 73, 48, 62, 89, 23, 66, 8, 84, 22, 14]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,6,46.15449666976929,0.1388888888888889,0.11430628121816373,4.638081157684327,0.0128,4.6364936470031735,0.0133,0.03333210277798616,0.06418301783643927,0.18421139627769598,1.0856560517108325,1.313003684493854,0.0,40,20,4,0,1.2,4,1.0,0.648074069840786,"[68, 16, 18, 93, 45, 7, 50, 48, 0, 52, 53, 1, 77, 37, 66, 8, 90, 81, 63, 15]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,7,46.79205369949341,0.2,0.16799764842563483,4.677112457275391,0.0132,4.6686518814086915,0.0136,0.05216061078400384,0.11472627322657303,0.3207283848332363,1.2344044669744403,1.826477615616089,0.0,40,20,5,0,1.4,5,1.0,0.7874007874011811,"[76, 19, 80, 31, 99, 44, 6, 43, 85, 74, 50, 57, 48, 73, 77, 97, 84, 67, 8, 22]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,8,47.29956388473511,0.18155555555555553,0.1353187366694914,4.716340377807617,0.0114,4.683613818359375,0.0136,0.07395193986673801,0.1499996524273322,0.3760394444222058,1.1631984736599685,1.6071826570564915,0.0,40,20,1,0,1.6,5,1.0,0.9380831519646858,"[4, 6, 7, 74, 85, 73, 57, 27, 0, 13, 62, 52, 35, 53, 80, 37, 76, 68, 97, 18]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,9,46.29658603668213,0.15733333333333333,0.18549446765568023,4.865457035827637,0.0178,4.759715489196777,0.0183,0.07647119808647618,0.14359383963647027,0.41518105385841025,1.080365196242913,1.3411063545845028,0.0,40,20,0,0,1.8,6,2.0,1.0,"[44, 10, 7, 74, 5, 47, 79, 16, 41, 46, 40, 36, 20, 2, 30, 88, 58, 92, 78, 8]"
20250830-200020_J4_C0.2_LR0.01_seed42_12c2a9,sampled_uniform,4,0.2,0.01,42,0.8,1.0,10,48.26726579666138,0.1932222222222222,0.21962085736025694,5.067184742736816,0.0238,4.926569198608399,0.0225,0.12603318008584963,0.21626545146617407,0.5548069507198815,0.9666094696036757,1.2155726214519307,0.0,40,20,0,0,2.0,6,2.0,1.0295630140987,"[45, 44, 50, 89, 23, 7, 38, 24, 75, 95, 49, 28, 55, 11, 60, 98, 25, 26, 71, 47]"
